"id_cuidador","id_usuario","nome","sexo","data_nascimento","parentesco_paciente","telefone"
"31184","31184","John Porter","F","1994-06-07","Nora","584-324-3582x698"
"31185","31185","Christopher Brown","M","1993-05-14","Primo","014.940.1059x8051"
"31186","31186","Richard Ramsey","F","1976-10-06","Nora","4316885046"
"31187","31187","Angela Bailey","M","1975-01-18","Primo","612.166.9741"
"31188","31188","Lisa Thomas MD","F","1974-02-13","Cônjuge","(974)304-4433x3579"
"31189","31189","Angela Stevens","F","1960-03-11","Genro","(731)714-3571x143"
"31190","31190","Ashley Hughes","F","2002-09-09","Nora","031.399.9230x40110"
"31191","31191","Jamie Hunter","F","1967-08-03","Filha","+1-415-558-9612x93383"
"31192","31192","Omar Fowler","F","1988-01-05","Primo","630-287-0339x753"
"31193","31193","Eugene Roberson","M","1993-10-30","Filha","(494)464-5399"
"31194","31194","Kevin Stout II","F","1999-04-22","Nora","001-586-130-2733"
"31195","31195","Andrew Davis","M","1988-02-03","Nora","4880502417"
"31196","31196","Mary Briggs","F","1965-03-28","Filha","190-054-6618x5386"
"31197","31197","Samantha Clark","M","1982-05-26","Filha","001-751-832-5580x56746"
"31198","31198","Christopher Brown","F","2005-08-12","Filha","+1-658-790-5286x874"
"31199","31199","Carl Berry","F","1962-01-26","Cônjuge","001-777-252-9403"
"31200","31200","Tamara Murray","M","1977-05-13","Nora","+1-056-562-6211x54637"
"31201","31201","Christopher Wagner","F","1983-06-26","Filha","(703)925-1912x124"
"31202","31202","Robert Sanchez","M","1981-03-15","Sobrinho","(360)490-6782"
"31203","31203","Teresa Guerra","M","1963-05-06","Filha","+1-178-804-7415x213"
"31204","31204","Matthew Diaz","F","1977-10-02","Primo","963-232-1853x5814"
"31205","31205","Elizabeth Andrews","F","1973-12-03","Sobrinho","+1-305-569-3635x672"
"31206","31206","Seth Hudson","M","1957-04-30","Filha","593-332-1087"
"31207","31207","Travis Robinson","F","1994-03-08","Filho","(942)771-7928x683"
"31208","31208","Victor Mitchell","F","1960-05-30","Nora","(683)881-4986"
"31209","31209","Michael Tran","F","1963-12-14","Primo","(469)282-7305x829"
"31210","31210","Adam Maddox","M","1960-03-24","Filho","277.670.0348"
"31211","31211","Kelly Harmon","F","1958-08-23","Cônjuge","(126)603-0656"
"31212","31212","Patrick Hicks","M","1981-05-04","Primo","768.356.2395x615"
"31213","31213","Mark Wagner","M","1995-05-04","Genro","8035957032"
"31214","31214","David Drake","M","1965-12-15","Genro","+1-958-583-5342"
"31215","31215","David Hughes","M","1981-11-02","Primo","908.396.3703x9122"
"31216","31216","Christopher Fischer","F","1957-05-31","Genro","001-592-707-3253x6586"
"31217","31217","Rachael Cooley","F","1969-07-03","Filha","5136967495"
"31218","31218","Sarah Lee","M","1955-01-27","Filho","001-457-860-3456x0796"
"31219","31219","Nathan Franklin","M","1970-03-25","Filha","287.156.3502"
"31220","31220","Matthew Mendoza","M","1984-02-21","Nora","693-710-4221x2027"
"31221","31221","Sheila Lawrence","M","1981-07-03","Nora","915.422.4508"
"31222","31222","Amanda Harrell","F","1969-08-18","Cônjuge","9944186901"
"31223","31223","Shelly Reeves","M","1996-04-14","Nora","(353)338-1297x7416"
"31224","31224","Amy Vargas","M","1962-04-09","Cônjuge","040.162.8596"
"31225","31225","Juan Nielsen","M","1989-12-30","Filho","001-862-061-3110x430"
"31226","31226","Lisa Carpenter","M","1988-12-07","Filha","001-382-088-3724x84976"
"31227","31227","Shawn Williams","M","1955-11-30","Primo","+1-357-870-1458x9707"
"31228","31228","Kenneth Taylor","F","1968-06-10","Filho","+1-392-793-4889x9942"
"31229","31229","Alicia Watson","F","1986-04-03","Sobrinho","477-627-7554x0213"
"31230","31230","Don Newman","F","1956-01-02","Nora","+1-676-296-1339x596"
"31231","31231","Chelsea Perkins","F","1995-10-01","Cônjuge","6917611571"
"31232","31232","Sandra Johnson","F","2003-09-29","Nora","001-708-683-6204x401"
"31233","31233","Kathryn Bradford","M","1992-07-13","Primo","+1-166-118-5098x8629"
"31234","31234","Steven Sanchez","F","1991-01-19","Sobrinho","874.880.8426x1963"
"31235","31235","Matthew Long","M","1976-09-21","Cônjuge","081-717-6573"
"31236","31236","Brittany Weaver","F","1962-12-01","Nora","001-903-391-6776x96986"
"31237","31237","David Kelly","F","1970-06-29","Primo","091-847-8024x61302"
"31238","31238","James Becker","F","1968-05-29","Primo","(531)197-2761x141"
"31239","31239","Ronald Patrick","F","1963-07-18","Primo","131.067.8895"
"31240","31240","Brendan Barajas","M","1965-07-31","Filha","166-530-2751"
"31241","31241","Edward Morales","F","1957-05-18","Filho","(905)575-6605x8683"
"31242","31242","John Mcdaniel","M","1998-10-11","Filho","001-973-189-6988x780"
"31243","31243","Robert Carpenter","F","1976-10-04","Filha","135-784-5729"
"31244","31244","Billy Torres","F","2000-07-29","Filha","+1-980-581-1006x9533"
"31245","31245","Tracey Morton","F","1966-06-16","Sobrinho","001-181-505-7572x28776"
"31246","31246","Charlene Singh","M","1967-11-10","Sobrinho","8933947613"
"31247","31247","Sandra Gamble","M","1993-06-16","Filha","817.382.6840x891"
"31248","31248","Karen Smith","F","1991-07-21","Filho","001-544-736-0524x503"
"31249","31249","Michelle Hall","F","1957-08-28","Sobrinho","333.660.2215"
"31250","31250","Elizabeth Williams","M","1969-07-30","Sobrinho","961-342-6596"
"31251","31251","Daniel Henderson","M","1998-06-22","Cônjuge","634.400.1030"
"31252","31252","Bobby Brown","F","1986-05-28","Primo","(760)877-2061x4662"
"31253","31253","Megan Wood","F","1955-08-02","Cônjuge","+1-475-777-4968x1404"
"31254","31254","Nicholas Carrillo","M","1959-01-13","Cônjuge","002-647-8370x9940"
"31255","31255","Timothy Cross","F","1957-05-13","Filha","170.418.1522x06798"
"31256","31256","Jeanne Farrell","M","1958-09-24","Filho","001-150-200-9686x25083"
"31257","31257","Mike Goodwin","F","1986-09-20","Filho","001-432-946-1816x252"
"31258","31258","Bryan Walton","F","1963-01-24","Sobrinho","+1-214-859-4143x8608"
"31259","31259","Angelica Washington","M","1962-07-10","Filha","681.445.4638"
"31260","31260","Randy Clark","M","2004-05-01","Primo","+1-746-916-4677x776"
"31261","31261","Jody Bonilla","F","1982-08-12","Nora","(107)228-2689x975"
"31262","31262","Tammy Pratt","M","1989-11-27","Nora","602.303.4745"
"31263","31263","Mr. Darryl Jones","F","1964-12-03","Cônjuge","001-225-858-9480"
"31264","31264","Gary Knight","M","1958-04-28","Genro","819-744-2224x20577"
"31265","31265","Douglas Williams","M","2005-04-09","Filho","001-607-510-2501x412"
"31266","31266","Jeanne Chapman","M","1993-10-05","Primo","001-716-744-1601x28438"
"31267","31267","Victoria Wilson","M","1973-10-26","Filha","(139)014-1996"
"31268","31268","George Allen","F","1964-03-01","Sobrinho","(711)297-2423"
"31269","31269","Kent West","F","1994-06-18","Cônjuge","001-194-428-7947x79462"
"31270","31270","Karen Golden PhD","M","1957-10-14","Primo","107-738-8958"
"31271","31271","Richard Baker","F","1978-08-05","Nora","(613)418-1939x244"
"31272","31272","Ryan Sanders","F","1974-09-28","Filho","001-128-753-8451x88766"
"31273","31273","Susan Murray","F","1973-10-07","Primo","0762716213"
"31274","31274","Jeffrey Cochran","F","1975-06-25","Filha","476-249-8762x968"
"31275","31275","Julie Hill","F","2000-03-10","Filha","001-637-635-9045x42822"
"31276","31276","Jeffrey Bowman","F","1972-08-28","Sobrinho","001-185-441-4507x32600"
"31277","31277","Kenneth Walker","M","1999-04-24","Sobrinho","771.197.8194x396"
"31278","31278","Michelle Beasley","F","1982-03-27","Filho","539.671.8868"
"31279","31279","Yvette Hoffman","M","1979-10-30","Genro","001-521-384-8837x9785"
"31280","31280","Duane Newman","F","1982-01-02","Filha","+1-472-637-0075x07672"
"31281","31281","Jason Rivera","M","2000-02-22","Filho","(353)261-7452x4900"
"31282","31282","Stacey Short","F","1976-01-03","Sobrinho","406-196-6357x230"
"31283","31283","Patrick Stein Jr.","F","1965-01-05","Cônjuge","001-764-514-7586"
"31284","31284","Scott Phelps","F","1995-03-06","Filha","(836)718-0141x2749"
"31285","31285","Michael Perez II","M","1967-10-25","Genro","001-291-251-5171x41736"
"31286","31286","Jordan Potter","F","2005-04-25","Sobrinho","229.274.2142x25778"
"31287","31287","George Brown","M","1998-03-28","Filha","328.669.3534"
"31288","31288","Catherine Taylor","M","1997-02-13","Sobrinho","0013150848"
"31289","31289","Joseph Pena","F","1956-03-08","Nora","+1-856-489-7003x012"
"31290","31290","Jason Smith","F","1989-06-03","Cônjuge","879-858-9431x495"
"31291","31291","Katherine Yang","F","1967-03-30","Sobrinho","883.349.1940x15968"
"31292","31292","Connor Blackwell","M","2002-05-02","Cônjuge","001-359-256-3432x4449"
"31293","31293","Allison Washington","M","1985-10-17","Filha","2442422041"
"31294","31294","Victoria Moreno","F","1963-03-14","Genro","983-478-3949x5869"
"31295","31295","Scott Lawson","F","1967-04-11","Nora","914.794.8414x1615"
"31296","31296","Daniel Gonzales","F","1985-04-05","Primo","(422)678-2767"
"31297","31297","Kyle Fitzgerald","M","1976-10-10","Genro","570.427.1361x10602"
"31298","31298","David Wilson","M","1963-03-17","Sobrinho","001-661-280-4720x2928"
"31299","31299","Brian Christian","F","1988-04-06","Cônjuge","+1-239-018-3997x5985"
"31300","31300","John Nichols","F","1954-12-21","Sobrinho","495.378.4518"
"31301","31301","Julia Andrews","M","1998-01-27","Filho","(609)736-6585x86644"
"31302","31302","Jeremy Barrera","F","1967-10-10","Filha","326.761.9071"
"31303","31303","James Fisher","F","1968-08-29","Genro","001-259-219-9635x4429"
"31304","31304","Jennifer Haley","M","1978-12-30","Filho","001-764-651-1102"
"31305","31305","Mrs. Kim Wilson MD","M","1990-08-05","Primo","(598)727-2034"
"31306","31306","Steven Lewis","F","1959-05-25","Sobrinho","(498)783-9587"
"31307","31307","Amy Taylor","F","1991-01-05","Filho","623-800-6166"
"31308","31308","Anthony Soto","M","1998-09-13","Sobrinho","264-681-4252x102"
"31309","31309","Amanda White","M","2005-09-30","Nora","971.451.3441x352"
"31310","31310","Lauren Castillo","M","2002-06-17","Nora","(081)657-7508"
"31311","31311","Angela Ellis","M","1968-11-27","Filha","0443709600"
"31312","31312","Kevin Jordan","M","1978-02-15","Filho","+1-725-524-0254x86349"
"31313","31313","Danielle Peterson","F","1964-04-23","Filho","001-763-311-4706x4404"
"31314","31314","William Evans","M","1976-07-15","Primo","001-310-856-5911x007"
"31315","31315","Joseph Perkins","M","1971-02-02","Primo","630.657.2505x627"
"31316","31316","Kerry Reeves","F","1998-09-07","Filha","(788)967-9018x322"
"31317","31317","Holly King","M","1956-01-25","Genro","+1-348-822-7194x43206"
"31318","31318","Emma Ball","F","1957-06-24","Genro","001-341-268-6069x465"
"31319","31319","Monica Burgess","M","1960-01-26","Primo","(999)362-1126x1238"
"31320","31320","Craig Cook","M","1967-11-09","Cônjuge","630.990.7005"
"31321","31321","Jason Clark","M","1959-11-28","Cônjuge","001-554-779-6782x737"
"31322","31322","Cindy Black","M","2005-07-27","Nora","001-052-390-1677x48644"
"31323","31323","Kelly Johnson","F","1978-10-04","Filha","412-025-5635"
"31324","31324","Valerie Lloyd","M","1998-02-06","Cônjuge","099-355-4129"
"31325","31325","Deanna Molina","F","1998-10-29","Filho","001-491-941-0887x31891"
"31326","31326","Rachel Bond","F","1967-06-30","Filha","001-381-350-7390"
"31327","31327","Johnathan Sexton","M","1996-11-21","Filha","035.344.0999x52468"
"31328","31328","Michael Johnston","F","1976-02-28","Genro","645-382-6348x01371"
"31329","31329","Mr. Johnathan Snyder","F","2003-08-30","Filho","643.447.4591x5759"
"31330","31330","Joshua Holmes","F","1983-05-30","Filho","215.000.8810x860"
"31331","31331","Jose Wells","M","1971-11-17","Cônjuge","4546412880"
"31332","31332","Jeffrey Ruiz","M","1960-08-18","Genro","(956)089-7808x01847"
"31333","31333","Diane Leon","F","1962-04-22","Filha","001-838-152-0719x77655"
"31334","31334","Jasmine Hernandez","F","1967-01-14","Nora","635.963.9798x49927"
"31335","31335","Matthew Wilson","M","1983-05-05","Cônjuge","001-941-892-9231x1159"
"31336","31336","Ashley Matthews","F","1992-09-01","Cônjuge","+1-865-399-9034x5885"
"31337","31337","Todd Rodriguez","F","2004-12-11","Filho","(809)783-4930"
"31338","31338","Michael Andrade","F","1962-10-10","Cônjuge","552.816.5986"
"31339","31339","Sandra Roberts","F","1970-04-25","Filho","(918)167-8565"
"31340","31340","Brett Cook","F","1979-05-24","Cônjuge","146-450-6997"
"31341","31341","Patricia Benitez","F","1977-11-27","Filha","(558)636-1071"
"31342","31342","Amy Garcia","M","1986-12-27","Genro","112-308-9085x319"
"31343","31343","Michelle Avila","M","1983-01-01","Nora","(030)006-9930x7149"
"31344","31344","Walter Sandoval","M","1995-06-24","Filha","075-083-9856x82581"
"31345","31345","David Morrison","F","2002-12-24","Filho","9603263498"
"31346","31346","Paul Stanley","M","1999-08-13","Primo","435-572-5688x847"
"31347","31347","David Rodgers","F","1966-07-04","Genro","001-792-764-2076x188"
"31348","31348","Julie Gonzalez","F","1962-04-17","Filho","(614)231-2180"
"31349","31349","Thomas Humphrey","M","1975-12-08","Cônjuge","001-597-237-2486x76227"
"31350","31350","Joseph Gonzalez","M","1969-01-24","Filha","002-508-1837"
"31351","31351","Jill Young","F","1982-12-23","Genro","+1-453-099-5432x68721"
"31352","31352","Michael Edwards","M","1993-07-20","Nora","(540)996-7102x0613"
"31353","31353","Jessica Mitchell","M","1958-05-26","Filho","(336)109-1097x6261"
"31354","31354","Miranda Coffey","F","1959-12-04","Primo","(816)168-9219x623"
"31355","31355","Erika Frazier","F","1964-02-25","Nora","157-453-4130"
"31356","31356","Alison Foley","M","1998-02-24","Sobrinho","+1-041-407-2426"
"31357","31357","Matthew Harrison","F","1994-08-28","Sobrinho","(849)989-1711"
"31358","31358","Jason Day","M","1979-06-10","Primo","0056892382"
"31359","31359","Gregory Turner","M","1956-10-19","Sobrinho","+1-291-905-9593x9696"
"31360","31360","Nicole Morgan","F","2005-09-18","Genro","134-042-1201x25793"
"31361","31361","Michael Kline MD","F","1958-06-09","Filha","001-749-480-7607x43268"
"31362","31362","Robert Ingram","M","1973-04-30","Cônjuge","160-040-8239x732"
"31363","31363","Michael Barnett","F","1959-11-22","Sobrinho","(920)123-8238"
"31364","31364","Rebecca Acosta","M","2004-08-09","Primo","+1-145-503-1066x705"
"31365","31365","Melinda Grant","F","1986-07-13","Filha","(107)194-2065"
"31366","31366","Daniel Odom","F","1992-01-29","Cônjuge","(020)955-6304"
"31367","31367","Michelle Woods","M","1977-09-20","Genro","+1-890-071-2859x09582"
"31368","31368","Madison Hunt","F","1977-01-06","Genro","4924334322"
"31369","31369","Lauren Compton","M","1959-12-18","Cônjuge","001-717-147-4077x352"
"31370","31370","Zachary Gibson","F","1990-03-11","Nora","(306)159-1286x070"
"31371","31371","Jesse Johnson","M","1972-08-15","Filha","001-261-831-2742x071"
"31372","31372","April White","M","1997-09-19","Filha","+1-283-661-0102"
"31373","31373","Ashley Brown","F","1973-02-01","Filho","(237)605-4800"
"31374","31374","Ronald Woods","M","2001-11-20","Primo","001-337-913-6498x22387"
"31375","31375","Kristin Burton","F","1959-07-31","Primo","(993)954-2319x453"
"31376","31376","Marc Luna","M","1964-07-16","Filha","908-560-3324"
"31377","31377","Nicole Johnson","M","1986-03-25","Genro","517.712.5218"
"31378","31378","David Sullivan","M","1989-09-30","Nora","+1-626-742-3778"
"31379","31379","Douglas Chandler","F","1979-12-03","Cônjuge","927.399.3371x798"
"31380","31380","Troy Montgomery","F","1988-06-14","Genro","218-857-1679"
"31381","31381","Dominique Rivera","M","1997-01-06","Nora","6639387854"
"31382","31382","Megan Chavez","F","2005-04-29","Genro","310.674.3203"
"31383","31383","Cynthia Roy","F","1992-11-22","Cônjuge","644-551-7224"
"31384","31384","Margaret Williams","M","1990-01-04","Genro","869.544.5388x0214"
"31385","31385","Heather Norris","M","1973-01-16","Primo","721.295.6787"
"31386","31386","Zoe Thompson","M","1986-11-16","Nora","443-142-3174x2928"
"31387","31387","Sarah Rodriguez","F","2004-03-31","Filho","001-971-540-2302x769"
"31388","31388","Jennifer Mckinney","M","1999-07-22","Primo","852-424-1891"
"31389","31389","Nancy Taylor","M","1973-09-24","Filha","5928571937"
"31390","31390","Nicholas Brown","F","1991-07-25","Genro","212-440-1556"
"31391","31391","Michelle Walker","M","1978-03-18","Filho","+1-509-178-4327x4140"
"31392","31392","Christopher Lee","F","1966-06-26","Cônjuge","001-041-783-7056x749"
"31393","31393","Preston Thompson","M","1962-06-05","Nora","001-854-695-4506x001"
"31394","31394","Jade Smith","F","1967-02-17","Primo","(930)270-4075"
"31395","31395","Caleb Webb","M","2000-01-17","Sobrinho","779.820.0763x732"
"31396","31396","James Frazier","M","1986-08-14","Sobrinho","434-714-1720"
"31397","31397","Felicia Edwards","M","2000-06-11","Filho","106-454-4766x587"
"31398","31398","Shirley Anderson","F","2005-09-16","Sobrinho","+1-278-900-2803x6764"
"31399","31399","Mr. Ray Stokes","F","1965-05-26","Sobrinho","001-588-744-6012"
"31400","31400","Kaylee Lawrence","M","1971-12-27","Genro","(353)096-6681"
"31401","31401","David Marks","M","1968-09-09","Sobrinho","(635)634-0556x0627"
"31402","31402","Gabrielle Lee","F","1955-09-27","Nora","+1-298-258-7912"
"31403","31403","Lori Young","M","1969-07-31","Primo","481.384.5776x72672"
"31404","31404","Jacob Jones","M","1976-02-05","Filha","819-454-8970x541"
"31405","31405","Margaret Davis","M","1961-09-05","Filha","273-873-5485x336"
"31406","31406","Kurt Fleming","F","1988-01-12","Filha","+1-760-988-4563x047"
"31407","31407","Robin Sanchez","F","1976-05-29","Nora","(354)343-0286x366"
"31408","31408","Natalie Montgomery","M","2001-08-26","Filha","(773)495-0204"
"31409","31409","James Santos","F","1993-07-04","Primo","655.474.8465x954"
"31410","31410","Brittany Nguyen","M","1964-06-24","Primo","251.672.6370x927"
"31411","31411","Garrett Fields","F","1957-09-07","Primo","942.962.3989x0289"
"31412","31412","Joseph Adkins","M","1981-11-11","Sobrinho","001-184-535-0234"
"31413","31413","Gregory Blake","M","2001-07-11","Cônjuge","845-096-2130"
"31414","31414","Mrs. Lori Raymond","F","1956-09-24","Filho","267-500-9230x307"
"31415","31415","Laurie Reed","M","2002-09-22","Cônjuge","562-764-4925"
"31416","31416","James Levy","M","1960-02-13","Nora","833-930-2995x91777"
"31417","31417","Brooke Davis","F","1976-04-21","Primo","001-197-972-5939"
"31418","31418","Kimberly Walton","F","1958-03-21","Filho","(926)338-1569x017"
"31419","31419","Tracy Donaldson","M","2005-03-17","Filha","(368)178-6861x96500"
"31420","31420","William Lowe","F","1971-10-31","Cônjuge","+1-331-798-9665x91145"
"31421","31421","Brenda Quinn","F","1964-04-23","Sobrinho","(712)515-1693"
"31422","31422","Peter Martinez","F","1993-10-13","Genro","001-641-490-5960"
"31423","31423","Maria Moore","M","1970-12-14","Primo","982.040.0503x2419"
"31424","31424","Shannon Reynolds","F","1986-01-17","Genro","(468)006-4450"
"31425","31425","Mark Underwood","M","1976-12-07","Cônjuge","001-676-702-2594x072"
"31426","31426","Vanessa Butler","F","1958-06-02","Sobrinho","371-457-9320x308"
"31427","31427","Brandon Hubbard","M","1986-11-10","Cônjuge","883-889-2305x359"
"31428","31428","John Hutchinson","M","1990-10-24","Filho","540.166.0228"
"31429","31429","John Richmond","F","1986-11-24","Primo","(052)885-7531x093"
"31430","31430","Jill Patterson","M","1960-01-09","Cônjuge","001-104-454-2626x0031"
"31431","31431","William Campbell","M","1981-10-07","Genro","463-821-5321"
"31432","31432","Brad Robertson","F","1990-12-29","Primo","001-585-616-1472"
"31433","31433","Deborah Suarez","F","1957-05-28","Nora","978-840-5587"
"31434","31434","Francisco Wilson","M","1971-10-06","Nora","001-547-165-4263x7577"
"31435","31435","Aaron Oliver","F","1987-08-14","Cônjuge","505-508-9389x22959"
"31436","31436","Richard Pope","F","1970-04-16","Genro","662-684-9361x489"
"31437","31437","Kathleen Mcbride","M","1984-04-30","Primo","001-239-178-0523x51325"
"31438","31438","Susan Brown","M","1970-12-17","Primo","001-772-113-2406x04938"
"31439","31439","Mrs. Lisa Walters","M","1965-10-13","Filha","093.286.2649"
"31440","31440","Chris Chapman","F","1955-08-30","Nora","675.772.1466x925"
"31441","31441","Lori Vazquez","M","1999-07-18","Genro","858-910-2878x841"
"31442","31442","James Wilson","F","1972-04-02","Primo","9147840200"
"31443","31443","Joshua Rivera","M","1981-03-14","Filha","(991)117-7836"
"31444","31444","Mr. Steven Marshall","M","1967-03-31","Nora","362-787-8931"
"31445","31445","Richard Smith","M","1988-01-26","Cônjuge","313.799.3003x544"
"31446","31446","Barbara Phillips","M","1992-10-15","Genro","916-993-3364x02472"
"31447","31447","Jermaine Sampson","F","1990-08-15","Sobrinho","045-013-7561x82090"
"31448","31448","Breanna Bennett","F","2002-07-15","Genro","0212004477"
"31449","31449","Jessica Morrow","F","2003-08-10","Nora","(927)237-3554x390"
"31450","31450","Lori Grant","F","1961-02-10","Sobrinho","+1-992-103-8997"
"31451","31451","Amy Howard","F","1998-01-26","Filha","6891173054"
"31452","31452","Kevin Hoffman","M","1986-03-31","Sobrinho","001-503-252-8361x105"
"31453","31453","Bryan Baker","M","1967-04-18","Nora","001-465-396-3159x54654"
"31454","31454","Paul King","F","1985-11-11","Filha","+1-726-373-2142x8969"
"31455","31455","Jerry Henderson","F","1971-11-19","Filho","123-510-3357"
"31456","31456","Jason Ryan","M","1961-06-04","Genro","(668)352-0055"
"31457","31457","Susan Le","F","1992-02-14","Primo","+1-323-582-1299x92928"
"31458","31458","Leah Guzman","F","1970-08-11","Cônjuge","+1-299-641-7394x395"
"31459","31459","Rachel Watkins","M","1979-12-17","Sobrinho","850-834-0020"
"31460","31460","Allen Perez","F","1955-11-30","Sobrinho","(299)686-1081x9601"
"31461","31461","Bradley Kline","F","1984-01-06","Filha","867.919.4233x6153"
"31462","31462","Annette Young","F","2000-02-15","Genro","(827)288-4127x85747"
"31463","31463","Rachel Yu","F","1961-04-18","Primo","857.631.0491"
"31464","31464","Heather Young","F","1976-02-26","Nora","+1-692-282-7702x8139"
"31465","31465","Sarah Gregory","F","1977-04-13","Filha","424-735-4781x47717"
"31466","31466","Eric Dunlap","M","1981-10-21","Cônjuge","3627499506"
"31467","31467","William Donovan","F","1955-01-22","Cônjuge","+1-924-221-0322x1668"
"31468","31468","Brad Lowe","F","1970-12-12","Filha","566.004.1733x8204"
"31469","31469","Shaun Martinez","F","1994-06-09","Nora","345.497.4749"
"31470","31470","William Baldwin","F","1971-11-22","Nora","(280)994-4030"
"31471","31471","Bonnie Norton","M","1966-01-02","Genro","398.053.8438x7638"
"31472","31472","Allison Peterson","F","1982-04-29","Nora","3918805410"
"31473","31473","Sally Thompson","M","1999-08-06","Cônjuge","(260)244-6848"
"31474","31474","Marisa Baker","F","1977-07-18","Genro","+1-883-527-1803"
"31475","31475","Raymond Harris","M","1988-08-28","Cônjuge","001-126-811-2797x8370"
"31476","31476","Donna Hughes","F","1993-03-29","Filho","886.120.5885x4910"
"31477","31477","Richard Beard","F","1957-12-22","Nora","(194)704-8523x4664"
"31478","31478","Gregory Fields","M","1988-07-22","Primo","+1-103-610-6487x997"
"31479","31479","Allen Bright","M","1969-11-01","Sobrinho","245-261-2339"
"31480","31480","Amber Nelson","F","1969-06-29","Filha","600.637.1355x65071"
"31481","31481","Anthony Lynch","F","1993-04-21","Primo","001-392-180-5685x7815"
"31482","31482","Kelly Reynolds","F","1981-11-21","Filha","+1-981-006-8945x666"
"31483","31483","Kristina Bennett","F","1975-10-06","Filha","7575060065"
"31484","31484","Dr. Tina Lane","F","1981-03-19","Filha","037-370-8711x4297"
"31485","31485","Henry Melton","M","1981-06-05","Nora","905.249.7404"
"31486","31486","April Price","F","1959-06-07","Cônjuge","001-704-400-5562x3431"
"31487","31487","Mr. Cole Brown Jr.","F","1955-01-19","Filho","732-941-2619x085"
"31488","31488","Tristan Rangel","F","2004-07-30","Nora","(662)613-0262"
"31489","31489","John Hurley","M","2001-01-04","Filho","923-341-6449"
"31490","31490","Susan Miller DDS","F","2001-09-08","Primo","828.262.7541x01792"
"31491","31491","Melissa Woodard","F","1999-09-17","Filha","442.996.5141"
"31492","31492","David Mora","F","1966-12-26","Cônjuge","+1-473-034-2557"
"31493","31493","Victoria Richmond","M","1963-06-29","Genro","+1-054-566-7975"
"31494","31494","Christopher Rogers","M","1970-07-05","Nora","588-802-7188x57748"
"31495","31495","Cristina Lowe","F","1960-07-06","Genro","265.828.4772x4582"
"31496","31496","Andrew Hodges","F","1961-10-09","Genro","181-064-9861"
"31497","31497","Jacob Poole","M","1957-08-30","Sobrinho","7158192127"
"31498","31498","Steven Hall MD","M","1973-04-26","Filha","(496)188-5378x683"
"31499","31499","Ariel Jackson","M","1978-02-19","Nora","001-579-389-6374x7520"
"31500","31500","Ashley Garcia","F","2002-07-13","Cônjuge","+1-006-128-1987"
"31501","31501","Melissa Brown","M","1955-01-28","Sobrinho","9667760495"
"31502","31502","Mariah Nguyen","M","1985-05-01","Filha","660-211-2208x3791"
"31503","31503","Michael Kerr","M","1974-05-27","Primo","0823426744"
"31504","31504","Cristian Wilson","M","1999-10-07","Sobrinho","(341)852-4252"
"31505","31505","Wesley Jackson","F","1957-04-04","Filha","001-265-528-3154x95166"
"31506","31506","Kelli Lewis","F","1962-04-24","Primo","+1-464-966-8406x726"
"31507","31507","Joseph Freeman","F","1993-09-15","Nora","642-695-5546x3936"
"31508","31508","Brian Robinson","M","2002-07-29","Cônjuge","1439020859"
"31509","31509","Sandra Smith","M","1965-12-30","Filha","001-511-356-1648x7717"
"31510","31510","Wendy Wong","F","2005-09-29","Genro","+1-653-162-4795x773"
"31511","31511","Stephanie Wood","F","2001-04-04","Filho","+1-832-008-4021"
"31512","31512","Kathleen Ellison","F","1983-05-06","Filho","8146267690"
"31513","31513","Sandra Figueroa","F","2002-11-16","Nora","884-809-8601"
"31514","31514","Xavier Conrad","M","1983-10-11","Filha","648-174-1634x186"
"31515","31515","Mark Robinson","M","1958-08-25","Nora","001-189-099-7044x73182"
"31516","31516","Kayla Romero","F","1966-01-13","Filha","001-539-923-0192x3713"
"31517","31517","Dr. Phillip Brown","F","1973-10-30","Filha","(879)335-1550"
"31518","31518","Allen Ramsey","F","2002-12-11","Cônjuge","+1-242-055-0357x973"
"31519","31519","Tracy Villa","F","1978-12-28","Filho","(438)573-7740x973"
"31520","31520","Keith Anderson","M","1996-12-01","Cônjuge","+1-110-007-6081x9595"
"31521","31521","Jonathan Kemp","M","1978-03-21","Primo","658.071.2504x421"
"31522","31522","Lauren Lang","M","1983-12-31","Primo","172.852.1309x52295"
"31523","31523","Edwin Smith","M","1964-06-15","Filha","760-798-4951"
"31524","31524","Samantha Bennett","F","1992-09-17","Primo","753.242.6258"
"31525","31525","Bethany Williams","F","1998-09-25","Filho","(791)947-3882x5437"
"31526","31526","Katherine Thornton","M","1970-09-15","Nora","016-960-5827x9871"
"31527","31527","Robert Martin","F","1971-09-10","Filho","001-841-073-2062x709"
"31528","31528","Christopher Morris","F","1988-02-06","Primo","5773693282"
"31529","31529","James Barker","F","2001-12-05","Genro","293.852.8898"
"31530","31530","Kevin Hurst","M","2003-01-18","Genro","436.681.3128x97983"
"31531","31531","Samuel Smith","F","1998-07-21","Sobrinho","(292)082-3613"
"31532","31532","Taylor Wilkerson","F","1995-03-07","Sobrinho","001-707-834-5767x74233"
"31533","31533","Melissa Williams","M","1982-11-14","Filha","968-533-5059x2689"
"31534","31534","Julia Arroyo","M","1964-08-03","Nora","+1-246-079-1624x552"
"31535","31535","Amanda Brown","M","1978-05-09","Genro","892.961.8973"
